Assay	UniProt	MR_outcomes	Beta
SLAMF7	Q9NQ25	Multiple sclerosis	0.115
SLC16A1	P53985	Diastolic blood pressure	-1.95
SLC16A1	P53985	Hypertension	-0.0509
SLC16A1	P53985	Systolic blood pressure	-2.69
SLIT2	O94813	Body fat mass	0.0669
SLIT2	O94813	Body fat percentage	0.0533
SLIT2	O94813	Body mass index	0.0447
SLIT2	O94813	Hip circumference	0.0598
SLIT2	O94813	Waist circumference	0.0644
SLIT2	O94813	Weight	0.0539
SLIT2	O94813	Body fat mass	0.103
SLIT2	O94813	Body fat percentage	0.0814
SLIT2	O94813	Body mass index	0.0705
SLIT2	O94813	Hip circumference	0.092
SLIT2	O94813	Waist circumference	0.0992
SLIT2	O94813	Weight	0.0831
SLIT2	O94813	Body fat mass	0.172
SLIT2	O94813	Body fat percentage	0.136
SLIT2	O94813	Body mass index	0.117
SLIT2	O94813	Hip circumference	0.154
SLIT2	O94813	Waist circumference	0.166
SLIT2	O94813	Weight	0.139
SLMAP	Q14BN4	Forced expiratory volume in 1-second (FEV1)	-0.321
SLMAP	Q14BN4	Forced vital capacity (FVC)	0.216
SMAD1	Q15797	Apolipoprotein A1	-0.0769
SMAD1	Q15797	High density lipoprotein cholesterol levels	-0.0864
SMAD1	Q15797	Apolipoprotein A1	-0.204
SMAD1	Q15797	High density lipoprotein cholesterol levels	-0.178
SMAD1	Q15797	Low density lipoprotein cholesterol levels	0.108
SMAD1	Q15797	Glomerular filtration rate (estimated)	-0.0163
SMAD1	Q15797	High density lipoprotein cholesterol levels	-0.0981
SMAD3	P84022	Low density lipoprotein cholesterol levels	-0.0306
SMAD3	P84022	Non-HDL cholesterol levels	-0.0411
SMAD3	P84022	Osteoarthritis	-0.106
SMAD3	P84022	Osteoarthritis (hip)	-0.226
SMAD3	P84022	Total cholesterol levels	-0.0314
SMOC1	Q9H4F8	Body fat-free mass	-0.0176
SMOC2	Q9H3U7	Height	-0.031
SMOC2	Q9H3U7	Pulse pressure	-0.246
SMOC2	Q9H3U7	Height	-0.0468
SMOC2	Q9H3U7	Pulse pressure	-0.372
SMOC2	Q9H3U7	Height	-0.0349
SMOC2	Q9H3U7	Pulse pressure	-0.26
SMOC2	Q9H3U7	Pulse pressure	-0.31
SMPDL3A	Q92484	Valine	-0.0507
SMPDL3A	Q92484	Valine	-0.0809
SMPDL3A	Q92484	Valine	-0.0691
SNAP29	O95721	Linoleic acid	0.196
SNAP29	O95721	Linoleic acid	0.105
SNAP29	O95721	Omega-6 fatty acids	0.0987
SNAP29	O95721	Polyunsaturated fatty acids	0.0962
SNAP29	O95721	Very low-density lipoprotein cholesterol	0.0909
SNAP29	O95721	Linoleic acid	0.225
SOD1	P00441	C-reactive protein	0.113
SOD1	P00441	Educational attainment	0.125
SOD1	P00441	Low density lipoprotein cholesterol levels	0.152
SOD1	P00441	Non-HDL cholesterol levels	0.105
SOD1	P00441	Total cholesterol levels	0.125
SOD1	P00441	WHR	-0.138
SOD3	P08294	Glomerular filtration rate (estimated)	-0.0024
SORCS2	Q96PQ0	Low density lipoprotein cholesterol levels	-0.0239
SORCS2	Q96PQ0	Non-HDL cholesterol levels	-0.0257
SORCS2	Q96PQ0	Total cholesterol levels	-0.0218
SORT1	Q99523	Apolipoprotein A1	0.365
SORT1	Q99523	Apolipoprotein B	-1.31
SORT1	Q99523	Body fat-free mass	0.0765
SORT1	Q99523	Concentration of intermediate-density lipoprotein particles	-0.812
SORT1	Q99523	Coronary artery disease	-0.787
SORT1	Q99523	Docosahexaenoic acid	-0.356
SORT1	Q99523	Glomerular filtration rate (estimated)	-0.0274
SORT1	Q99523	Height	0.114
SORT1	Q99523	High density lipoprotein cholesterol levels	0.288
SORT1	Q99523	IGF-1	0.261
SORT1	Q99523	Linoleic acid	-0.427
SORT1	Q99523	Low density lipoprotein cholesterol levels	-1.23
SORT1	Q99523	Non-HDL cholesterol levels	-1.13
SORT1	Q99523	Omega-3 fatty acids	-0.309
SORT1	Q99523	Omega-6 fatty acids	-0.468
SORT1	Q99523	Phosphatidylcholines	-0.157
SORT1	Q99523	Phosphoglycerides	-0.164
SORT1	Q99523	Polyunsaturated fatty acids	-0.482
SORT1	Q99523	Remnant cholesterol	-0.793
SORT1	Q99523	Saturated fatty acids	-0.262
SORT1	Q99523	Sphingomyelins	-0.639
SORT1	Q99523	Total cholesterol levels	-1.03
SORT1	Q99523	Total cholines	-0.244
SORT1	Q99523	Triglycerides	-0.0944
SORT1	Q99523	Very low-density lipoprotein cholesterol	-0.674
SORT1	Q99523	Vitamin D	0.164
SPARCL1	Q14515	Triglycerides	0.0134
SPARCL1	Q14515	Triglycerides	0.026
SPARCL1	Q14515	Vitamin D	-0.0263
SPINK2	P20155	Squamous cell lung cancer	-0.376
SPINK2	P20155	Squamous cell lung cancer	-0.413
SPINT3	P49223	High density lipoprotein cholesterol levels	0.024
SPINT3	P49223	Triglycerides	-0.0284
SPON1	Q9HCB6	Apolipoprotein A1	-0.0179
SPON1	Q9HCB6	Diastolic blood pressure	0.321
SPON1	Q9HCB6	Apolipoprotein A1	-0.0242
SPON1	Q9HCB6	Atrial fibrillation	0.0872
SPON1	Q9HCB6	Diastolic blood pressure	0.27
SPON1	Q9HCB6	Height	-0.0253
SPON1	Q9HCB6	High density lipoprotein cholesterol levels	-0.0146
SPON1	Q9HCB6	Apolipoprotein A1	-0.0381
SPON1	Q9HCB6	High density lipoprotein cholesterol levels	-0.03
SPP1	P10451	Gout	-0.0177
SPP1	P10451	Osteoarthritis (hip or knee)	0.337
SPP1	P10451	Urate	-0.284
SPP1	P10451	Height	0.0742
SPP1	P10451	Peripheral artery disease	-0.593
SPRED2	Q7Z698	Body fat-free mass	0.0939
SPRED2	Q7Z698	Height	0.0907
SPRED2	Q7Z698	IGF-1	0.146
SPRED2	Q7Z698	Low density lipoprotein cholesterol levels	0.0869
SPRED2	Q7Z698	Non-HDL cholesterol levels	0.1
SPRED2	Q7Z698	Rheumatoid arthritis	-1.32
SPRED2	Q7Z698	Total cholesterol levels	0.114
SPRY2	O43597	Glioma	-1.94
SPTLC1	O15269	Docosahexaenoic acid	-0.0877
SPTLC1	O15269	Phosphatidylcholines	-0.0788
SPTLC1	O15269	Phosphoglycerides	-0.0815
SPTLC1	O15269	Polyunsaturated fatty acids	-0.086
SPTLC1	O15269	Sphingomyelins	-0.0863
SPTLC1	O15269	Total cholines	-0.0857
SRP14	P37108	Height	-0.0886
SSC5D	A1L4H1	WHR	0.029
ST8SIA6	P61647	Bipolar disorder	-1.14
STK4	Q13043	Educational attainment	-0.144
STX7	O15400	Apolipoprotein A1	0.0491
SUGP1	Q8IWZ8	Body mass index	-0.0532
SUGP1	Q8IWZ8	Height	0.0783
SUGP1	Q8IWZ8	Schizophrenia	0.191
SUGP1	Q8IWZ8	WHR	-0.0526
SUGP1	Q8IWZ8	Waist circumference	-0.0425
SULT1A1	P50225	WHR	0.135
SULT2A1	Q06520	Apolipoprotein A1	0.0394
SULT2A1	Q06520	Cholelithiasis	-0.00808
SULT2A1	Q06520	IGF-1	-0.0621
SULT2A1	Q06520	Triglycerides	0.0425
SULT2A1	Q06520	Vitamin D	-0.179
SULT2A1	Q06520	Apolipoprotein A1	0.0698
SULT2A1	Q06520	Cholelithiasis	-0.014
SULT2A1	Q06520	IGF-1	-0.11
SULT2A1	Q06520	Triglycerides	0.0725
SULT2A1	Q06520	Vitamin D	-0.31
SULT2A1	Q06520	Apolipoprotein A1	0.057
SULT2A1	Q06520	Cholelithiasis	-0.0119
SULT2A1	Q06520	IGF-1	-0.0928
SULT2A1	Q06520	Triglycerides	0.0642
SULT2A1	Q06520	Vitamin D	-0.262
SULT2A1	Q06520	Apolipoprotein A1	0.0391
SULT2A1	Q06520	Cholelithiasis	-0.00784
SULT2A1	Q06520	IGF-1	-0.062
SULT2A1	Q06520	Triglycerides	0.0407
SULT2A1	Q06520	Vitamin D	-0.174
SUSD5	O60279	Forced expiratory volume in 1-second (FEV1)	0.0634
SWAP70	Q9UH65	Ascending aorta diameter	-0.0421
SWAP70	Q9UH65	Coronary artery disease	-0.0534
SWAP70	Q9UH65	Diastolic blood pressure	-0.348
SWAP70	Q9UH65	HbA1c	0.0131
SWAP70	Q9UH65	Hypertension	-0.013
SWAP70	Q9UH65	Pulse pressure	-0.204
SWAP70	Q9UH65	Stroke (any ischemic stroke)	-0.0585
SWAP70	Q9UH65	Systolic blood pressure	-0.543
SWAP70	Q9UH65	Total cholesterol levels	0.00909
SWAP70	Q9UH65	Coronary artery disease	-0.0786
SWAP70	Q9UH65	Diastolic blood pressure	-0.518
SWAP70	Q9UH65	HbA1c	0.024
SWAP70	Q9UH65	Hypertension	-0.0196
SWAP70	Q9UH65	Pulse pressure	-0.341
SWAP70	Q9UH65	Stroke (any ischemic stroke)	-0.106
SWAP70	Q9UH65	Stroke (small vessel stroke)	-0.255
SWAP70	Q9UH65	Systolic blood pressure	-0.841
TANK	Q92844	Cognitive performance	0.39
TANK	Q92844	Educational attainment	0.391
TANK	Q92844	Hypothyroidism/myxoedema	-0.0546
TANK	Q92844	Neuroticism	-0.33
TBC1D23	Q9NUY8	IGF-1	0.067
TBCA	O75347	Body fat-free mass	0.0435
TBCA	O75347	Educational attainment	0.058
TBCA	O75347	Weight	0.0486
TCEA2	Q15560	Diastolic blood pressure	-1.14
TCEA2	Q15560	Glomerular filtration rate (estimated)	0.0117
TCEA2	Q15560	High density lipoprotein cholesterol levels	0.0788
TCEA2	Q15560	Hypertension	-0.0319
TCEA2	Q15560	Low density lipoprotein cholesterol levels	-0.0472
TCEA2	Q15560	Non-HDL cholesterol levels	-0.0589
TCEA2	Q15560	Systolic blood pressure	-1.51
TCEA2	Q15560	Triglycerides	-0.0725
TCEA2	Q15560	Diastolic blood pressure	-0.505
TCEA2	Q15560	Glomerular filtration rate (estimated)	0.00517
TCEA2	Q15560	High density lipoprotein cholesterol levels	0.0345
TCEA2	Q15560	Low density lipoprotein cholesterol levels	-0.0209
TCEA2	Q15560	Non-HDL cholesterol levels	-0.026
TCEA2	Q15560	Systolic blood pressure	-0.673
TCEA2	Q15560	Triglycerides	-0.0325
TCL1A	P56279	Squamous cell lung cancer	0.496
TCL1A	P56279	Squamous cell lung cancer	0.54
TCL1A	P56279	Squamous cell lung cancer	0.441
TCL1A	P56279	Squamous cell lung cancer	0.343
TCN2	P20062	Height	0.00918
TCN2	P20062	Hip circumference	-0.0133
TEK	Q02763	Triglycerides	0.0129
TES	Q9UGI8	Atrial fibrillation	0.413
TES	Q9UGI8	C-reactive protein	-0.0846
TES	Q9UGI8	Glaucoma	-0.0255
TES	Q9UGI8	Height	0.0443
TF	P02787	Educational attainment	-0.038
TF	P02787	HbA1c	0.0315
TF	P02787	High density lipoprotein cholesterol levels	-0.0357
TF	P02787	IGF-1	-0.0565
TF	P02787	HbA1c	0.0372
TF	P02787	High density lipoprotein cholesterol levels	-0.0423
TF	P02787	IGF-1	-0.0669
TF	P02787	HbA1c	0.0398
TF	P02787	High density lipoprotein cholesterol levels	-0.0475
TF	P02787	IGF-1	-0.0759
TF	P02787	Total cholesterol levels	-0.0445
TF	P02787	HbA1c	0.0189
TF	P02787	High density lipoprotein cholesterol levels	-0.0175
TF	P02787	IGF-1	-0.0302
TF	P02787	Total cholesterol levels	-0.0171
TFF3	Q07654	High density lipoprotein cholesterol levels	0.121
TFRC	P02786	Asthma	0.03
TFRC	P02786	Concentration of chylomicrons and extremely large VLDL	-0.174
TFRC	P02786	Type 2 diabetes	0.349
TFRC	P02786	Asthma	0.0408
TFRC	P02786	Very low-density lipoprotein cholesterol	-0.202
TG	P01266	Hypothyroidism/myxoedema	-0.0624
TGFB1	P01137	Apolipoprotein A1	0.0596
TGFB1	P01137	Apolipoprotein B	-0.0389
TGFB1	P01137	Coronary artery disease	0.219
TGFB1	P01137	Diastolic blood pressure	0.498
TGFB1	P01137	High density lipoprotein cholesterol levels	0.0563
TGFB1	P01137	IGF-1	0.0632
TGFB2	P61812	Height	0.126
TGFB2	P61812	Weight	0.0653
TGFBR1	P36897	Asthma	-0.0915
TGFBR3	Q03167	Height	-0.0894
THBS2	P35442	Height	-0.0784
THBS2	P35442	Pulse pressure	0.252
THBS2	P35442	Pulse pressure	1.13
THBS2	P35442	Pulse pressure	0.322
THBS2	P35442	Height	0.0185
SOST	Q9BQB4	High density lipoprotein cholesterol levels	0.139
SOST	Q9BQB4	Triglycerides	-0.143
SOST	Q9BQB4	Height	-0.112
SOST	Q9BQB4	High density lipoprotein cholesterol levels	-0.0935
SOST	Q9BQB4	Pulse pressure	-1.31
SOST	Q9BQB4	Squamous cell lung cancer	-1.53
TIE1	P35590	Diastolic blood pressure	-0.528
TIE1	P35590	Height	-0.0399
TIE1	P35590	High density lipoprotein cholesterol levels	0.0274
TIE1	P35590	Hypertension	-0.0161
TIE1	P35590	Pulse pressure	-0.499
TIE1	P35590	Systolic blood pressure	-1.02
TIE1	P35590	Weight	-0.0293
TIE1	P35590	Attention deficit and hyperactivity disorder	0.225
TIE1	P35590	Cognitive performance	-0.067
TIE1	P35590	Diastolic blood pressure	-0.696
TIE1	P35590	Educational attainment	-0.0573
TIE1	P35590	Height	-0.0567
TIE1	P35590	High density lipoprotein cholesterol levels	0.0396
TIE1	P35590	Hypertension	-0.0216
TIE1	P35590	IGF-1	-0.0718
TIE1	P35590	Pulse pressure	-0.638
TIE1	P35590	Systolic blood pressure	-1.31
TIE1	P35590	Attention deficit and hyperactivity disorder	0.191
TIE1	P35590	Cognitive performance	-0.0484
TIE1	P35590	Diastolic blood pressure	-0.52
TIE1	P35590	Height	-0.0396
TIE1	P35590	High density lipoprotein cholesterol levels	0.026
TIE1	P35590	Hypertension	-0.0156
TIE1	P35590	IGF-1	-0.0577
TIE1	P35590	Pulse pressure	-0.478
TIE1	P35590	Systolic blood pressure	-0.992
TIE1	P35590	Weight	-0.028
TIE1	P35590	Diastolic blood pressure	-0.705
TIE1	P35590	Height	-0.0533
TIE1	P35590	High density lipoprotein cholesterol levels	0.037
TIE1	P35590	Hypertension	-0.0216
TIE1	P35590	Pulse pressure	-0.667
TIE1	P35590	Systolic blood pressure	-1.36
TIE1	P35590	Weight	-0.0395
TIMD4	Q96H15	Apolipoprotein B	-0.129
TIMD4	Q96H15	Concentration of chylomicrons and extremely large VLDL	-0.135
TIMD4	Q96H15	Concentration of intermediate-density lipoprotein particles	-0.129
TIMD4	Q96H15	Crohn's disease	0.221
TIMD4	Q96H15	HbA1c	-0.0286
TIMD4	Q96H15	Inflammatory bowel disease	0.18
TIMD4	Q96H15	Linoleic acid	-0.181
TIMD4	Q96H15	Low density lipoprotein cholesterol levels	-0.146
TIMD4	Q96H15	Mono-unsaturated fatty acids	-0.222
TIMD4	Q96H15	Non-HDL cholesterol levels	-0.184
TIMD4	Q96H15	Omega-3 fatty acids	-0.118
TIMD4	Q96H15	Omega-6 fatty acids	-0.184
TIMD4	Q96H15	Phosphatidylcholines	-0.113
TIMD4	Q96H15	Phosphoglycerides	-0.118
TIMD4	Q96H15	Polyunsaturated fatty acids	-0.187
TIMD4	Q96H15	Remnant cholesterol	-0.168
TIMD4	Q96H15	Saturated fatty acids	-0.15
TIMD4	Q96H15	Sphingomyelins	-0.0921
TIMD4	Q96H15	Total cholesterol levels	-0.177
TIMD4	Q96H15	Total cholines	-0.118
TIMD4	Q96H15	Triglycerides	-0.142
TIMD4	Q96H15	Very low-density lipoprotein cholesterol	-0.198
TIMD4	Q96H15	Vitamin D	0.0374
TIMD4	Q96H15	Apolipoprotein B	-0.144
TIMD4	Q96H15	Concentration of chylomicrons and extremely large VLDL	-0.151
TIMD4	Q96H15	Concentration of intermediate-density lipoprotein particles	-0.146
TIMD4	Q96H15	Crohn's disease	0.246
TIMD4	Q96H15	HbA1c	-0.0323
TIMD4	Q96H15	Inflammatory bowel disease	0.2
TIMD4	Q96H15	Linoleic acid	-0.203
TIMD4	Q96H15	Low density lipoprotein cholesterol levels	-0.163
TIMD4	Q96H15	Mono-unsaturated fatty acids	-0.246
TIMD4	Q96H15	Non-HDL cholesterol levels	-0.206
TIMD4	Q96H15	Omega-3 fatty acids	-0.132
TIMD4	Q96H15	Omega-6 fatty acids	-0.206
TIMD4	Q96H15	Phosphatidylcholines	-0.127
TIMD4	Q96H15	Phosphoglycerides	-0.133
TIMD4	Q96H15	Polyunsaturated fatty acids	-0.21
TIMD4	Q96H15	Remnant cholesterol	-0.19
TIMD4	Q96H15	Saturated fatty acids	-0.169
TIMD4	Q96H15	Sphingomyelins	-0.104
TIMD4	Q96H15	Total cholesterol levels	-0.198
TIMD4	Q96H15	Total cholines	-0.133
TIMD4	Q96H15	Triglycerides	-0.159
TIMD4	Q96H15	Very low-density lipoprotein cholesterol	-0.223
TIMD4	Q96H15	Vitamin D	0.0417
TIMD4	Q96H15	Apolipoprotein B	-0.134
TIMD4	Q96H15	Concentration of chylomicrons and extremely large VLDL	-0.141
TIMD4	Q96H15	Concentration of intermediate-density lipoprotein particles	-0.134
TIMD4	Q96H15	Crohn's disease	0.23
TIMD4	Q96H15	HbA1c	-0.0298
TIMD4	Q96H15	Inflammatory bowel disease	0.187
TIMD4	Q96H15	Linoleic acid	-0.189
TIMD4	Q96H15	Low density lipoprotein cholesterol levels	-0.152
TIMD4	Q96H15	Mono-unsaturated fatty acids	-0.231
TIMD4	Q96H15	Non-HDL cholesterol levels	-0.192
TIMD4	Q96H15	Omega-3 fatty acids	-0.123
TIMD4	Q96H15	Omega-6 fatty acids	-0.192
TIMD4	Q96H15	Phosphatidylcholines	-0.118
TIMD4	Q96H15	Phosphoglycerides	-0.123
TIMD4	Q96H15	Polyunsaturated fatty acids	-0.195
TIMD4	Q96H15	Remnant cholesterol	-0.175
TIMD4	Q96H15	Saturated fatty acids	-0.156
TIMD4	Q96H15	Sphingomyelins	-0.0959
TIMD4	Q96H15	Total cholesterol levels	-0.185
TIMD4	Q96H15	Total cholines	-0.123
TIMD4	Q96H15	Triglycerides	-0.148
TIMD4	Q96H15	Very low-density lipoprotein cholesterol	-0.206
TIMD4	Q96H15	Vitamin D	0.039
TIMM10	P62072	Phenylalanine	-0.253
TIMP2	P16035	Height	-0.133
TIMP2	P16035	Body mass index	0.107
TIMP2	P16035	Height	-0.1
TIMP2	P16035	Body mass index	0.0761
TIMP2	P16035	Coronary artery disease	0.293
TIMP2	P16035	Height	-0.106
TIMP3	P35625	Height	-0.00626
TIMP4	Q99727	Albumin	0.0552
TIMP4	Q99727	Body fat percentage	-0.0123
TIMP4	Q99727	Hypothyroidism/myxoedema	-0.00618
TIMP4	Q99727	Low density lipoprotein cholesterol levels	-0.0163
TIMP4	Q99727	Total cholesterol levels	-0.0145
TIMP4	Q99727	WHR	-0.0266
TIMP4	Q99727	Albumin	0.0731
TIMP4	Q99727	Body fat percentage	-0.0162
TIMP4	Q99727	Hypothyroidism/myxoedema	-0.00819
TIMP4	Q99727	Low density lipoprotein cholesterol levels	-0.0216
TIMP4	Q99727	Total cholesterol levels	-0.0193
TIMP4	Q99727	WHR	-0.0352
TIMP4	Q99727	Albumin	0.0681
TIMP4	Q99727	Body fat percentage	-0.0151
TIMP4	Q99727	Hypothyroidism/myxoedema	-0.00762
TIMP4	Q99727	Low density lipoprotein cholesterol levels	-0.0201
TIMP4	Q99727	Total cholesterol levels	-0.0179
TIMP4	Q99727	Albumin	0.059
TIMP4	Q99727	Hypothyroidism/myxoedema	-0.00698
TIMP4	Q99727	Low density lipoprotein cholesterol levels	-0.0252
TIMP4	Q99727	Total cholesterol levels	-0.0224
TIMP4	Q99727	Triglycerides	0.0259
TLR1	Q15399	Asthma	-0.0268
TLR1	Q15399	C-reactive protein	0.0461
TLR1	Q15399	Hayfever/allergic rhinitis	0.0198
TLR1	Q15399	Height	-0.0258
TLR1	Q15399	High density lipoprotein cholesterol levels	-0.0332
TLR1	Q15399	Systolic blood pressure	-0.475
TLR1	Q15399	Asthma	-0.0563
TLR1	Q15399	C-reactive protein	0.0969
TLR1	Q15399	Hayfever/allergic rhinitis	0.0416
TLR1	Q15399	Height	-0.0543
TLR1	Q15399	High density lipoprotein cholesterol levels	-0.0698
TLR1	Q15399	Systolic blood pressure	-0.998
TLR1	Q15399	Asthma	-0.069
TLR1	Q15399	C-reactive protein	0.119
TLR1	Q15399	Hayfever/allergic rhinitis	0.051
TLR1	Q15399	Height	-0.0665
TLR1	Q15399	High density lipoprotein cholesterol levels	-0.0855
TLR1	Q15399	Systolic blood pressure	-1.22
TLR1	Q15399	Hayfever/allergic rhinitis	0.00892
TLR1	Q15399	High density lipoprotein cholesterol levels	-0.0164
TLR4	O00206	C-reactive protein	0.06
TLR4	O00206	High density lipoprotein cholesterol levels	-0.0428
TMEM106A	Q96A25	Triglycerides	-0.0687
TNC	P24821	Non-HDL cholesterol levels	-0.00953
TNC	P24821	Height	0.0167
TNC	P24821	Waist circumference	-0.00961
TNC	P24821	Body fat percentage	0.0308
TNC	P24821	Low density lipoprotein cholesterol levels	0.0264
TNC	P24821	Non-HDL cholesterol levels	0.0247
TNFAIP8	O95379	Vitamin D	-0.0193
TNFRSF10A	O00220	Height	-0.0148
TNFRSF10C	O14798	High density lipoprotein cholesterol levels	-0.025
TNFRSF19	Q9NS68	Height	-0.0406
TNFRSF19	Q9NS68	Height	-0.0745
TNFRSF19	Q9NS68	Height	-0.03
TNFRSF1A	P19438	C-reactive protein	0.105
TNFRSF1A	P19438	Diastolic blood pressure	-0.433
TNFRSF1A	P19438	Height	-0.0254
TNFRSF1A	P19438	Multiple sclerosis	-0.607
TNFRSF1A	P19438	C-reactive protein	0.0833
TNFRSF1A	P19438	C-reactive protein	0.117
TNFRSF21	O75509	Height	0.0464
TNFSF12	O43508	Amyotrophic lateral sclerosis (ALS)	0.257
TNFSF12	O43508	Atrial fibrillation	-0.247
TNFSF12	O43508	Body fat percentage	0.0593
TNFSF12	O43508	Diastolic blood pressure	0.86
TNFSF12	O43508	Hypertension	0.0355
TNFSF12	O43508	Intracranial aneurysm	0.484
TNFSF12	O43508	Osteoarthritis (hip)	0.29
TNFSF12	O43508	Pulse pressure	0.806
TNFSF12	O43508	Systolic blood pressure	1.59
TNFSF12	O43508	Triglycerides	-0.0552
TNFSF12	O43508	Amyotrophic lateral sclerosis (ALS)	0.0787
TNFSF12	O43508	Asthma	-0.00471
TNFSF12	O43508	Atrial fibrillation	-0.0804
TNFSF12	O43508	Body fat percentage	0.0192
TNFSF12	O43508	Body fat-free mass	-0.0123
TNFSF12	O43508	Diastolic blood pressure	0.277
TNFSF12	O43508	IGF-1	0.019
TNFSF12	O43508	Intracranial aneurysm	0.162
TNFSF12	O43508	Non-HDL cholesterol levels	-0.0147
TNFSF12	O43508	Osteoarthritis (hip or knee)	0.0603
TNFSF12	O43508	Osteoarthritis (hip)	0.095
TNFSF12	O43508	Systolic blood pressure	0.513
TNFSF12	O43508	Total cholesterol levels	-0.0121
TNFSF12	O43508	Triglycerides	-0.0174
TNFSF12	O43508	Amyotrophic lateral sclerosis (ALS)	0.151
TNFSF12	O43508	Atrial fibrillation	-0.104
TNFSF12	O43508	Body fat mass	0.0231
TNFSF12	O43508	Body fat percentage	0.03
TNFSF12	O43508	Body fat-free mass	-0.0201
TNFSF12	O43508	Diastolic blood pressure	0.348
TNFSF12	O43508	High density lipoprotein cholesterol levels	0.0203
TNFSF12	O43508	Hypertension	0.0151
TNFSF12	O43508	Non-HDL cholesterol levels	-0.0285
TNFSF12	O43508	Pulse pressure	0.407
TNFSF12	O43508	Systolic blood pressure	0.708
TNFSF12	O43508	Triglycerides	-0.0332
TNFSF13	O75888	Apolipoprotein A1	-0.0497
TNFSF13	O75888	Drinks per week	-0.0375
TNFSF13	O75888	Height	-0.0255
TNFSF13	O75888	High density lipoprotein cholesterol levels	-0.0593
TNFSF13	O75888	IGF-1	-0.0547
TNFSF13	O75888	Triglycerides	0.0345
TNFSF13	O75888	WHR	0.0231
TNFSF13B	Q9Y275	High density lipoprotein cholesterol levels	-0.127
TNFSF13B	Q9Y275	Phosphatidylcholines	-0.163
TNFSF13B	Q9Y275	Phosphoglycerides	-0.164
TNFSF13B	Q9Y275	Sphingomyelins	-0.16
TNFSF13B	Q9Y275	Total cholesterol levels	-0.0785
TNFSF13B	Q9Y275	Total cholines	-0.167
TNFSF13B	Q9Y275	High density lipoprotein cholesterol levels	-0.0538
TNFSF13B	Q9Y275	Phosphatidylcholines	-0.0661
TNFSF13B	Q9Y275	Phosphoglycerides	-0.0683
TNFSF13B	Q9Y275	Sphingomyelins	-0.0697
TNFSF13B	Q9Y275	Total cholesterol levels	-0.0341
TNFSF13B	Q9Y275	Total cholines	-0.0699
TNFSF14	O43557	Multiple sclerosis	-0.938
TNFSF14	O43557	Multiple sclerosis	-0.412
TNFSF8	P32971	Crohn's disease	0.229
TNFSF8	P32971	Hayfever/allergic rhinitis	-0.0111
TNFSF8	P32971	Crohn's disease	0.324
TNFSF8	P32971	Hayfever/allergic rhinitis	-0.0172
TNFSF8	P32971	Crohn's disease	0.242
TNFSF8	P32971	Hayfever/allergic rhinitis	-0.0114
TOP2B	Q02880	Body fat percentage	-0.0856
TOP2B	Q02880	C-reactive protein	-0.14
TOP2B	Q02880	Low density lipoprotein cholesterol levels	-0.0752
TOP2B	Q02880	Non-HDL cholesterol levels	-0.0989
TOP2B	Q02880	Very low-density lipoprotein cholesterol	-0.21
TP53I3	Q53FA7	HbA1c	0.0108
TP53I3	Q53FA7	HbA1c	0.0177
TP53I3	Q53FA7	HbA1c	0.0163
TPP1	O14773	Amyotrophic lateral sclerosis (ALS)	-0.38
TPP1	O14773	Cognitive performance	0.0894
TPP1	O14773	Amyotrophic lateral sclerosis (ALS)	-0.269
TPP1	O14773	Cognitive performance	0.0632
TRDMT1	O14717	Low density lipoprotein cholesterol levels	0.0672
TRDMT1	O14717	Non-HDL cholesterol levels	0.0806
TRDMT1	O14717	Total cholesterol levels	0.0829
TRDMT1	O14717	Triglycerides	0.0461
TREML2	Q5T2D2	Body mass index	-0.0164
TREML2	Q5T2D2	Height	-0.00795
TREML2	Q5T2D2	Low density lipoprotein cholesterol levels	0.0151
TREML2	Q5T2D2	Non-HDL cholesterol levels	0.018
TREML2	Q5T2D2	Total cholesterol levels	0.0162
TREML2	Q5T2D2	Weight	-0.0163
TREML2	Q5T2D2	Body mass index	-0.0136
TREML2	Q5T2D2	Height	-0.0117
TREML2	Q5T2D2	Low density lipoprotein cholesterol levels	0.00925
TREML2	Q5T2D2	Total cholesterol levels	0.00954
TRIM25	Q14258	C-reactive protein	0.0953
TRIM5	Q9C035	Apolipoprotein A1	0.0327
TRIM5	Q9C035	Apolipoprotein B	-0.0364
TRIM5	Q9C035	High density lipoprotein cholesterol levels	0.0188
TRIM5	Q9C035	Low density lipoprotein cholesterol levels	-0.0397
TRIM5	Q9C035	Non-HDL cholesterol levels	-0.0354
TRIM5	Q9C035	Total cholesterol levels	-0.0249
TXNDC15	Q96J42	Amyotrophic lateral sclerosis (ALS)	-0.121
TXNDC15	Q96J42	Body mass index	0.0222
TXNDC15	Q96J42	Forced vital capacity (FVC)	0.031
TXNDC15	Q96J42	Height	-0.046
TXNDC15	Q96J42	Triglycerides	0.0209
TXNDC15	Q96J42	WHR	0.0254
TXNDC15	Q96J42	Body mass index	0.0222
TXNDC15	Q96J42	Forced vital capacity (FVC)	0.031
TXNDC15	Q96J42	Height	-0.0459
TXNDC15	Q96J42	Triglycerides	0.0209
TXNDC15	Q96J42	WHR	0.0254
TXNDC5	Q8NBS9	Non-HDL cholesterol levels	0.0458
TXNDC5	Q8NBS9	Triglycerides	0.0378
TXNDC5	Q8NBS9	Pulse pressure	-1.6
TYRP1	P17643	Basal cell carcinoma	-0.704
